application_id,customer_id,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_eur,loan_amount_eur,down_payment_eur,loan_term_months,interest_rate,monthly_payment_eur,application_date,approval_status,employment_status,credit_score,debt_to_income_ratio,previous_loans,loan_purpose,finance_type,vehicle_fuel_type,vehicle_category
APP166,CUST1166,Volkswagen,Polo,2024,20000,18000,2000,36,3.10,526,2026-04-08,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP167,CUST1167,Volkswagen,Taigo,2024,26000,23400,2600,48,3.40,526,2026-04-09,approved,Full-time,710,32,0,Private,Installment,Petrol,SUV
APP168,CUST1168,Volkswagen,Touareg,2024,65000,58500,6500,48,4.80,1347,2026-04-09,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP169,CUST1169,Volkswagen,Multivan,2024,50000,45000,5000,48,4.30,1033,2026-04-10,approved,Full-time,740,28,0,Private,Installment,Diesel,Van
APP170,CUST1170,Volkswagen,California,2024,55000,49500,5500,48,4.50,1139,2026-04-10,approved,Self-employed,750,26,0,Private,Installment,Diesel,Van
APP171,CUST1171,Ford,Fiesta,2024,22000,19800,2200,36,3.20,579,2026-04-11,approved,Full-time,710,30,0,Private,Installment,Petrol,Hatchback
APP172,CUST1172,Ford,Puma,2024,28000,25200,2800,48,3.50,566,2026-04-11,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP173,CUST1173,Ford,Mondeo,2024,35000,31500,3500,48,3.70,710,2026-04-12,approved,Full-time,730,30,0,Private,Installment,Diesel,Sedan
APP174,CUST1174,Ford,S-MAX,2024,40000,36000,4000,48,3.80,811,2026-04-12,approved,Full-time,740,28,0,Private,Installment,Diesel,MPV
APP175,CUST1175,Ford,Galaxy,2024,45000,40500,4500,48,4.00,923,2026-04-13,approved,Full-time,750,26,0,Private,Installment,Diesel,MPV
APP176,CUST1176,Toyota,Yaris,2024,22000,19800,2200,36,3.20,579,2026-04-13,approved,Full-time,710,30,0,Private,Installment,Hybrid,Hatchback
APP177,CUST1177,Toyota,Camry,2024,35000,31500,3500,48,3.70,710,2026-04-14,approved,Full-time,730,30,0,Private,Installment,Hybrid,Sedan
APP178,CUST1178,Toyota,Highlander,2024,50000,45000,5000,48,4.20,1033,2026-04-14,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP179,CUST1179,Toyota,Land Cruiser,2024,70000,63000,7000,48,4.90,1448,2026-04-15,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP180,CUST1180,Toyota,GR Yaris,2024,40000,36000,4000,48,4.00,811,2026-04-15,approved,Self-employed,750,28,0,Private,Installment,Petrol,Hatchback
APP181,CUST1181,Honda,Jazz,2024,24000,21600,2400,48,3.30,485,2026-04-16,approved,Full-time,710,32,0,Private,Installment,Hybrid,Hatchback
APP182,CUST1182,Honda,HR-V,2024,32000,28800,3200,48,3.60,650,2026-04-16,approved,Full-time,730,30,0,Private,Installment,Hybrid,SUV
APP183,CUST1183,Honda,Accord,2024,38000,34200,3800,48,3.80,771,2026-04-17,approved,Full-time,740,28,0,Private,Installment,Hybrid,Sedan
APP184,CUST1184,Honda,Pilot,2024,48000,43200,4800,48,4.10,991,2026-04-17,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP185,CUST1185,Honda,Passport,2024,44000,39600,4400,48,4.00,894,2026-04-18,approved,Full-time,750,28,0,Private,Installment,Hybrid,SUV
APP186,CUST1186,Nissan,Leaf,2024,32000,28800,3200,48,3.60,650,2026-04-18,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP187,CUST1187,Nissan,Ariya,2024,46000,41400,4600,48,4.10,950,2026-04-19,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP188,CUST1188,Nissan,Pathfinder,2024,50000,45000,5000,48,4.20,1033,2026-04-19,approved,Self-employed,740,30,0,Private,Installment,Diesel,SUV
APP189,CUST1189,Nissan,Townstar,2024,30000,27000,3000,48,3.60,608,2026-04-20,approved,Full-time,720,32,0,Commercial,Commercial,Diesel,Van
APP190,CUST1190,Nissan,Primastar,2024,35000,31500,3500,48,3.70,710,2026-04-20,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP191,CUST1191,Mazda,3,2024,28000,25200,2800,48,3.50,566,2026-04-21,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP192,CUST1192,Mazda,CX-3,2024,30000,27000,3000,48,3.60,608,2026-04-21,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP193,CUST1193,Mazda,CX-30,2024,34000,30600,3400,48,3.70,689,2026-04-22,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP194,CUST1194,Mazda,CX-60,2024,48000,43200,4800,48,4.10,991,2026-04-22,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP195,CUST1195,Mazda,MX-30,2024,36000,32400,3600,48,3.80,729,2026-04-23,approved,Self-employed,750,28,0,Private,EV Finance,Electric,SUV
APP196,CUST1196,Hyundai,i10,2024,18000,16200,1800,36,3.00,473,2026-04-23,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP197,CUST1197,Hyundai,i20,2024,22000,19800,2200,36,3.20,579,2026-04-24,approved,Full-time,710,28,0,Private,Installment,Petrol,Hatchback
APP198,CUST1198,Hyundai,i30,2024,26000,23400,2600,48,3.40,526,2026-04-24,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP199,CUST1199,Hyundai,IONIQ,2024,32000,28800,3200,48,3.60,650,2026-04-25,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP200,CUST1200,Hyundai,Santa Fe,2024,45000,40500,4500,48,4.00,923,2026-04-25,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP201,CUST1201,Kia,Rio,2024,20000,18000,2000,36,3.10,526,2026-04-26,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP202,CUST1202,Kia,Ceed,2024,24000,21600,2400,48,3.30,485,2026-04-26,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP203,CUST1203,Kia,Niro,2024,32000,28800,3200,48,3.60,650,2026-04-27,approved,Full-time,730,30,0,Private,EV Finance,Electric,SUV
APP204,CUST1204,Kia,Sorento,2024,45000,40500,4500,48,4.00,923,2026-04-27,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP205,CUST1205,Kia,Telluride,2024,55000,49500,5500,48,4.40,1139,2026-04-28,approved,Self-employed,760,24,0,Private,Installment,Diesel,SUV
APP206,CUST1206,Subaru,Impreza,2024,30000,27000,3000,48,3.60,608,2026-04-28,approved,Full-time,730,30,0,Private,Installment,Petrol,Hatchback
APP207,CUST1207,Subaru,Legacy,2024,35000,31500,3500,48,3.70,710,2026-04-29,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP208,CUST1208,Subaru,Ascent,2024,48000,43200,4800,48,4.10,991,2026-04-29,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP209,CUST1209,Subaru,Crosstrek,2024,32000,28800,3200,48,3.60,650,2026-04-30,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP210,CUST1210,Subaru,BRZ,2024,36000,32400,3600,48,3.80,729,2026-04-30,approved,Full-time,740,28,0,Private,Installment,Petrol,Coupe
APP211,CUST1211,Suzuki,Ignis,2024,20000,18000,2000,36,3.10,526,2026-05-01,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP212,CUST1212,Suzuki,S-Cross,2024,26000,23400,2600,48,3.40,526,2026-05-01,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP213,CUST1213,Suzuki,Across,2024,36000,32400,3600,48,3.80,729,2026-05-02,approved,Full-time,740,28,0,Private,Installment,Hybrid,SUV
APP214,CUST1214,Suzuki,Swace,2024,32000,28800,3200,48,3.60,650,2026-05-02,approved,Full-time,730,30,0,Private,Installment,Hybrid,Wagon
APP215,CUST1215,Lexus,IS,2024,42000,37800,4200,48,4.00,862,2026-05-03,approved,Full-time,750,26,0,Private,Installment,Hybrid,Sedan
APP216,CUST1216,Lexus,ES,2024,48000,43200,4800,48,4.10,991,2026-05-03,approved,Full-time,760,24,0,Private,Installment,Hybrid,Sedan
APP217,CUST1217,Lexus,LC,2024,100000,90000,10000,48,5.50,2094,2026-05-04,approved,Full-time,820,18,0,Private,Installment,Hybrid,Coupe
APP218,CUST1218,Lexus,LS,2024,110000,99000,11000,48,5.60,2312,2026-05-04,approved,Self-employed,830,16,0,Private,Installment,Hybrid,Sedan
APP219,CUST1219,Mitsubishi,Space Star,2024,20000,18000,2000,36,3.10,526,2026-05-05,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP220,CUST1220,Mitsubishi,L200,2024,35000,31500,3500,48,3.70,710,2026-05-05,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Pickup
APP221,CUST1221,Volvo,V60,2024,45000,40500,4500,48,4.20,923,2026-05-06,approved,Full-time,750,26,0,Private,Installment,Diesel,Wagon
APP222,CUST1222,Volvo,V90,2024,52000,46800,5200,48,4.40,1074,2026-05-06,approved,Full-time,760,24,0,Private,Installment,Diesel,Wagon
APP223,CUST1223,Volvo,XC90,2024,65000,58500,6500,48,4.80,1347,2026-05-07,approved,Full-time,780,22,0,Private,Installment,Diesel,SUV
APP224,CUST1224,Jaguar,XE,2024,42000,37800,4200,48,4.00,862,2026-05-07,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP225,CUST1225,Jaguar,XJ,2024,65000,58500,6500,48,4.80,1347,2026-05-08,approved,Self-employed,760,26,0,Private,Installment,Diesel,Sedan
APP226,CUST1226,Jaguar,F-Type,2024,80000,72000,8000,48,5.20,1667,2026-05-08,approved,Full-time,790,22,0,Private,Installment,Petrol,Coupe
APP227,CUST1227,Land Rover,Ranger Rover Velar,2024,70000,63000,7000,48,4.90,1448,2026-05-09,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP228,CUST1228,Land Rover,Ranger Rover Sport,2024,85000,76500,8500,48,5.40,1769,2026-05-09,approved,Full-time,800,20,0,Private,Installment,Diesel,SUV
APP229,CUST1229,Land Rover,Ranger Rover Evoque,2024,55000,49500,5500,48,4.50,1139,2026-05-10,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP230,CUST1230,Land Rover,Defender,2024,75000,67500,7500,48,5.00,1554,2026-05-10,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP231,CUST1231,Porsche,718 Cayman,2024,70000,63000,7000,48,4.90,1448,2026-05-11,approved,Full-time,800,20,0,Private,Installment,Petrol,Sports
APP232,CUST1232,Porsche,911,2024,120000,108000,12000,48,5.80,2490,2026-05-11,approved,Full-time,830,16,0,Private,Installment,Petrol,Sports
APP233,CUST1233,Porsche,Panamera,2024,100000,90000,10000,48,5.50,2094,2026-05-12,approved,Self-employed,820,18,0,Private,Installment,Petrol,Sedan
APP234,CUST1234,Porsche,Macan,2024,75000,67500,7500,48,5.00,1554,2026-05-12,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP235,CUST1235,Tesla,Semi,2024,150000,135000,15000,60,6.50,2630,2026-05-13,approved,Full-time,850,15,0,Commercial,Commercial,Electric,Truck
APP236,CUST1236,Tesla,Cybertruck,2024,95000,85500,9500,60,5.50,1633,2026-05-13,approved,Full-time,790,24,0,Private,EV Finance,Electric,Pickup
APP237,CUST1237,Tesla,Model X,2024,95000,85500,9500,60,5.60,1639,2026-05-14,approved,Full-time,810,20,0,Private,EV Finance,Electric,SUV
APP238,CUST1238,Polestar,4,2024,70000,63000,7000,48,4.90,1448,2026-05-14,approved,Full-time,790,24,0,Private,EV Finance,Electric,SUV
APP239,CUST1239,BYD,Atto 3,2024,40000,36000,4000,48,4.00,811,2026-05-15,approved,Full-time,750,28,0,Private,EV Finance,Electric,SUV
APP240,CUST1240,BYD,Seal,2024,42000,37800,4200,48,4.20,862,2026-05-15,approved,Full-time,740,30,0,Private,EV Finance,Electric,Sedan
APP241,CUST1241,Renault,Talisman,2024,35000,31500,3500,48,3.70,710,2026-05-16,approved,Full-time,730,30,0,Private,Installment,Diesel,Sedan
APP242,CUST1242,Renault,Kadjar,2024,32000,28800,3200,48,3.60,650,2026-05-16,approved,Full-time,720,32,0,Private,Installment,Diesel,SUV
APP243,CUST1243,Renault,Arkana,2024,30000,27000,3000,48,3.50,608,2026-05-17,approved,Full-time,710,34,0,Private,Installment,Petrol,SUV
APP244,CUST1244,Renault,Trafic,2024,35000,31500,3500,48,3.70,710,2026-05-17,approved,Self-employed,730,30,0,Commercial,Commercial,Diesel,Van
APP245,CUST1245,Renault,Master,2024,45000,40500,4500,48,4.00,923,2026-05-18,approved,Full-time,740,28,0,Commercial,Commercial,Diesel,Van
APP246,CUST1246,Peugeot,108,2024,18000,16200,1800,36,3.00,473,2026-05-18,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP247,CUST1247,Peugeot,308,2024,28000,25200,2800,48,3.50,566,2026-05-19,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP248,CUST1248,Peugeot,508,2024,40000,36000,4000,48,3.80,811,2026-05-19,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP249,CUST1249,Peugeot,Partner,2024,30000,27000,3000,48,3.60,608,2026-05-20,approved,Full-time,720,32,0,Commercial,Commercial,Diesel,Van
APP250,CUST1250,Peugeot,Rifter,2024,32000,28800,3200,48,3.60,650,2026-05-20,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP251,CUST1251,Citroën,C1,2024,17000,15300,1700,36,2.90,447,2026-05-21,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP252,CUST1252,Citroën,C5 Aircross,2024,34000,30600,3400,48,3.70,689,2026-05-21,approved,Full-time,730,30,0,Private,Installment,Diesel,SUV
APP253,CUST1253,Citroën,SpaceTourer,2024,38000,34200,3800,48,3.80,771,2026-05-22,approved,Full-time,740,28,0,Commercial,Commercial,Diesel,Van
APP254,CUST1254,Citroën,Jumpy,2024,34000,30600,3400,48,3.70,689,2026-05-22,approved,Full-time,720,30,0,Commercial,Commercial,Diesel,Van
APP255,CUST1255,Fiat,500L,2024,26000,23400,2600,48,3.40,526,2026-05-23,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP256,CUST1256,Fiat,Tipo,2024,24000,21600,2400,48,3.30,485,2026-05-23,approved,Full-time,720,32,0,Private,Installment,Petrol,Sedan
APP257,CUST1257,Fiat,Panda,2024,16000,14400,1600,36,2.90,420,2026-05-24,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP258,CUST1258,Fiat,Ducato,2024,40000,36000,4000,48,3.90,811,2026-05-24,approved,Self-employed,740,28,0,Commercial,Commercial,Diesel,Van
APP259,CUST1259,Fiat,Scudo,2024,36000,32400,3600,48,3.80,729,2026-05-25,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP260,CUST1260,Volvo,C40,2024,50000,45000,5000,48,4.20,1033,2026-05-25,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP261,CUST1261,Volvo,EX30,2024,42000,37800,4200,48,3.90,862,2026-05-26,approved,Full-time,750,28,0,Private,EV Finance,Electric,SUV
APP262,CUST1262,Volvo,EX90,2024,80000,72000,8000,48,5.20,1667,2026-05-26,approved,Full-time,790,22,0,Private,EV Finance,Electric,SUV
APP263,CUST1263,Polestar,2,2024,48000,43200,4800,48,4.30,992,2026-05-27,approved,Full-time,770,26,0,Private,EV Finance,Electric,Sedan
APP264,CUST1264,Polestar,3,2024,75000,67500,7500,48,5.10,1559,2026-05-27,approved,Full-time,790,24,0,Private,EV Finance,Electric,SUV
APP265,CUST1265,BYD,Dolphin,2024,35000,31500,3500,48,3.90,710,2026-05-28,approved,Full-time,740,28,0,Private,EV Finance,Electric,Hatchback
APP266,CUST1266,BYD,Seal,2024,42000,37800,4200,48,4.20,862,2026-05-28,approved,Full-time,750,26,0,Private,EV Finance,Electric,Sedan
APP267,CUST1267,BYD,Atto 3,2024,40000,36000,4000,48,4.00,811,2026-05-29,approved,Full-time,740,30,0,Private,EV Finance,Electric,SUV
APP268,CUST1268,BYD,Seagull,2024,25000,22500,2500,48,3.30,507,2026-05-29,approved,Full-time,710,32,0,Private,EV Finance,Electric,Hatchback
APP269,CUST1269,Renault,Zoe,2024,28000,25200,2800,48,3.50,566,2026-05-30,approved,Full-time,720,32,0,Private,EV Finance,Electric,Hatchback
APP270,CUST1270,Renault,Scenic,2024,35000,31500,3500,48,3.70,710,2026-05-30,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP271,CUST1271,Peugeot,e-208,2024,30000,27000,3000,48,3.60,608,2026-05-31,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP272,CUST1272,Peugeot,e-2008,2024,34000,30600,3400,48,3.70,689,2026-05-31,approved,Full-time,740,28,0,Private,EV Finance,Electric,SUV
APP273,CUST1273,Citroën,ë-C4,2024,32000,28800,3200,48,3.60,650,2026-06-01,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP274,CUST1274,Citroën,ë-C4 X,2024,36000,32400,3600,48,3.80,729,2026-06-01,approved,Full-time,740,28,0,Private,EV Finance,Electric,Sedan
APP275,CUST1275,Fiat,500e,2024,30000,27000,3000,48,3.60,608,2026-06-02,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP276,CUST1276,Fiat,E-Ulysse,2024,45000,40500,4500,48,4.00,923,2026-06-02,approved,Self-employed,750,26,0,Private,EV Finance,Electric,Van
APP277,CUST1277,Skoda,Octavia,2024,30000,27000,3000,48,3.60,608,2026-06-03,approved,Full-time,720,30,0,Private,Installment,Diesel,Sedan
APP278,CUST1278,Skoda,Superb,2024,35000,31500,3500,48,3.70,710,2026-06-03,approved,Full-time,730,28,0,Private,Installment,Diesel,Sedan
APP279,CUST1279,Skoda,Kodiaq,2024,40000,36000,4000,48,3.80,811,2026-06-04,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP280,CUST1280,Skoda,Enyaq,2024,48000,43200,4800,48,4.10,991,2026-06-04,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP281,CUST1281,Seat,Leon,2024,28000,25200,2800,48,3.50,566,2026-06-05,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP282,CUST1282,Seat,Ateca,2024,32000,28800,3200,48,3.60,650,2026-06-05,approved,Full-time,730,30,0,Private,Installment,Diesel,SUV
APP283,CUST1283,Seat,Tarraco,2024,38000,34200,3800,48,3.70,771,2026-06-06,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP284,CUST1284,Cupra,Formentor,2024,40000,36000,4000,48,3.80,811,2026-06-06,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP285,CUST1285,Cupra,Born,2024,42000,37800,4200,48,3.90,862,2026-06-07,approved,Full-time,760,26,0,Private,EV Finance,Electric,Hatchback
APP286,CUST1286,Dacia,Spring,2024,20000,18000,2000,36,3.10,526,2026-06-07,approved,Full-time,700,30,0,Private,EV Finance,Electric,SUV
APP287,CUST1287,Dacia,Duster,2024,25000,22500,2500,48,3.30,507,2026-06-08,approved,Full-time,710,32,0,Private,Installment,Petrol,SUV
APP288,CUST1288,Dacia,Logan,2024,22000,19800,2200,48,3.20,447,2026-06-08,approved,Self-employed,690,34,0,Private,Installment,Petrol,Sedan
APP289,CUST1289,Alfa Romeo,Giulia,2024,45000,40500,4500,48,4.30,923,2026-06-09,approved,Full-time,730,28,0,Private,Installment,Petrol,Sedan
APP290,CUST1290,Alfa Romeo,Stelvio,2024,50000,45000,5000,48,4.40,1033,2026-06-09,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP291,CUST1291,Maserati,Ghibli,2024,90000,81000,9000,48,5.60,1892,2026-06-10,approved,Full-time,800,20,0,Private,Installment,Diesel,Sedan
APP292,CUST1292,Maserati,Levante,2024,100000,90000,10000,48,5.80,2094,2026-06-10,approved,Self-employed,810,18,0,Private,Installment,Diesel,SUV
APP293,CUST1293,Lamborghini,Urus,2024,200000,180000,20000,60,7.00,3562,2026-06-11,approved,Full-time,860,12,0,Private,Installment,Petrol,SUV
APP294,CUST1294,Ferrari,Roma,2024,250000,225000,25000,60,7.50,4500,2026-06-11,approved,Full-time,880,10,0,Private,Installment,Petrol,Coupe
APP295,CUST1295,Aston Martin,DBX,2024,180000,162000,18000,60,6.80,3191,2026-06-12,approved,Full-time,840,14,0,Private,Installment,Petrol,SUV
APP296,CUST1296,Bentley,Bentayga,2024,200000,180000,20000,60,7.00,3562,2026-06-12,approved,Full-time,860,12,0,Private,Installment,Diesel,SUV
APP297,CUST1297,BMW,1 Series,2024,30000,27000,3000,48,3.70,608,2026-06-13,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP298,CUST1298,BMW,2 Series,2024,35000,31500,3500,48,3.80,710,2026-06-13,approved,Full-time,730,30,0,Private,Installment,Petrol,Coupe
APP299,CUST1299,BMW,4 Series,2024,45000,40500,4500,48,4.20,923,2026-06-14,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP300,CUST1300,BMW,6 Series,2024,65000,58500,6500,48,4.80,1347,2026-06-14,approved,Self-employed,760,26,0,Private,Installment,Diesel,Coupe
APP301,CUST1301,BMW,i3,2024,40000,36000,4000,48,3.90,811,2026-06-15,approved,Full-time,750,28,0,Private,EV Finance,Electric,Hatchback
APP302,CUST1302,Mercedes-Benz,A-Class,2024,32000,28800,3200,48,3.60,650,2026-06-15,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP303,CUST1303,Mercedes-Benz,B-Class,2024,35000,31500,3500,48,3.70,710,2026-06-16,approved,Full-time,730,30,0,Private,Installment,Petrol,Hatchback
APP304,CUST1304,Mercedes-Benz,CLA,2024,40000,36000,4000,48,3.80,811,2026-06-16,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP305,CUST1305,Mercedes-Benz,GLC Coupe,2024,65000,58500,6500,48,4.80,1347,2026-06-17,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP306,CUST1306,Mercedes-Benz,GLE Coupe,2024,80000,72000,8000,48,5.20,1667,2026-06-17,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP307,CUST1307,Audi,A1,2024,26000,23400,2600,48,3.40,526,2026-06-18,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP308,CUST1308,Audi,A5,2024,45000,40500,4500,48,4.20,923,2026-06-18,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP309,CUST1309,Audi,A7,2024,65000,58500,6500,48,4.80,1347,2026-06-19,approved,Self-employed,760,26,0,Private,Installment,Diesel,Sedan
APP310,CUST1310,Audi,Q2,2024,30000,27000,3000,48,3.60,608,2026-06-19,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP311,CUST1311,Audi,Q8,2024,85000,76500,8500,48,5.40,1769,2026-06-20,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP312,CUST1312,Volkswagen,Polo,2024,20000,18000,2000,36,3.10,526,2026-06-20,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP313,CUST1313,Volkswagen,Taigo,2024,26000,23400,2600,48,3.40,526,2026-06-21,approved,Full-time,710,32,0,Private,Installment,Petrol,SUV
APP314,CUST1314,Volkswagen,Touareg,2024,65000,58500,6500,48,4.80,1347,2026-06-21,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP315,CUST1315,Volkswagen,Multivan,2024,50000,45000,5000,48,4.30,1033,2026-06-22,approved,Full-time,740,28,0,Private,Installment,Diesel,Van
APP316,CUST1316,Volkswagen,California,2024,55000,49500,5500,48,4.50,1139,2026-06-22,approved,Self-employed,750,26,0,Private,Installment,Diesel,Van
APP317,CUST1317,Ford,Fiesta,2024,22000,19800,2200,36,3.20,579,2026-06-23,approved,Full-time,710,30,0,Private,Installment,Petrol,Hatchback
APP318,CUST1318,Ford,Puma,2024,28000,25200,2800,48,3.50,566,2026-06-23,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP319,CUST1319,Ford,Mondeo,2024,35000,31500,3500,48,3.70,710,2026-06-24,approved,Full-time,730,30,0,Private,Installment,Diesel,Sedan
APP320,CUST1320,Ford,S-MAX,2024,40000,36000,4000,48,3.80,811,2026-06-24,approved,Full-time,740,28,0,Private,Installment,Diesel,MPV
APP321,CUST1321,Ford,Galaxy,2024,45000,40500,4500,48,4.00,923,2026-06-25,approved,Full-time,750,26,0,Private,Installment,Diesel,MPV
APP322,CUST1322,Toyota,Yaris,2024,22000,19800,2200,36,3.20,579,2026-06-25,approved,Full-time,710,30,0,Private,Installment,Hybrid,Hatchback
APP323,CUST1323,Toyota,Camry,2024,35000,31500,3500,48,3.70,710,2026-06-26,approved,Full-time,730,30,0,Private,Installment,Hybrid,Sedan
APP324,CUST1324,Toyota,Highlander,2024,50000,45000,5000,48,4.20,1033,2026-06-26,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP325,CUST1325,Toyota,Land Cruiser,2024,70000,63000,7000,48,4.90,1448,2026-06-27,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP326,CUST1326,Toyota,GR Yaris,2024,40000,36000,4000,48,4.00,811,2026-06-27,approved,Self-employed,750,28,0,Private,Installment,Petrol,Hatchback
APP327,CUST1327,Honda,Jazz,2024,24000,21600,2400,48,3.30,485,2026-06-28,approved,Full-time,710,32,0,Private,Installment,Hybrid,Hatchback
APP328,CUST1328,Honda,HR-V,2024,32000,28800,3200,48,3.60,650,2026-06-28,approved,Full-time,730,30,0,Private,Installment,Hybrid,SUV
APP329,CUST1329,Honda,Accord,2024,38000,34200,3800,48,3.80,771,2026-06-29,approved,Full-time,740,28,0,Private,Installment,Hybrid,Sedan
APP330,CUST1330,Honda,Pilot,2024,48000,43200,4800,48,4.10,991,2026-06-29,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP331,CUST1331,Honda,Passport,2024,44000,39600,4400,48,4.00,894,2026-06-30,approved,Full-time,750,28,0,Private,Installment,Hybrid,SUV
APP332,CUST1332,Nissan,Leaf,2024,32000,28800,3200,48,3.60,650,2026-06-30,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
