application_id,customer_id,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_eur,loan_amount_eur,down_payment_eur,loan_term_months,interest_rate,monthly_payment_eur,application_date,approval_status,employment_status,credit_score,debt_to_income_ratio,previous_loans,loan_purpose,finance_type,vehicle_fuel_type,vehicle_category
APP333,CUST1333,Nissan,Ariya,2024,46000,41400,4600,48,4.10,950,2026-07-01,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP334,CUST1334,Nissan,Pathfinder,2024,50000,45000,5000,48,4.20,1033,2026-07-01,approved,Self-employed,740,30,0,Private,Installment,Diesel,SUV
APP335,CUST1335,Nissan,Townstar,2024,30000,27000,3000,48,3.60,608,2026-07-02,approved,Full-time,720,32,0,Commercial,Commercial,Diesel,Van
APP336,CUST1336,Nissan,Primastar,2024,35000,31500,3500,48,3.70,710,2026-07-02,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP337,CUST1337,Mazda,3,2024,28000,25200,2800,48,3.50,566,2026-07-03,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP338,CUST1338,Mazda,CX-3,2024,30000,27000,3000,48,3.60,608,2026-07-03,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP339,CUST1339,Mazda,CX-30,2024,34000,30600,3400,48,3.70,689,2026-07-04,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP340,CUST1340,Mazda,CX-60,2024,48000,43200,4800,48,4.10,991,2026-07-04,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP341,CUST1341,Mazda,MX-30,2024,36000,32400,3600,48,3.80,729,2026-07-05,approved,Self-employed,750,28,0,Private,EV Finance,Electric,SUV
APP342,CUST1342,Hyundai,i10,2024,18000,16200,1800,36,3.00,473,2026-07-05,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP343,CUST1343,Hyundai,i20,2024,22000,19800,2200,36,3.20,579,2026-07-06,approved,Full-time,710,28,0,Private,Installment,Petrol,Hatchback
APP344,CUST1344,Hyundai,i30,2024,26000,23400,2600,48,3.40,526,2026-07-06,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP345,CUST1345,Hyundai,IONIQ,2024,32000,28800,3200,48,3.60,650,2026-07-07,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP346,CUST1346,Hyundai,Santa Fe,2024,45000,40500,4500,48,4.00,923,2026-07-07,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP347,CUST1347,Kia,Rio,2024,20000,18000,2000,36,3.10,526,2026-07-08,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP348,CUST1348,Kia,Ceed,2024,24000,21600,2400,48,3.30,485,2026-07-08,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP349,CUST1349,Kia,Niro,2024,32000,28800,3200,48,3.60,650,2026-07-09,approved,Full-time,730,30,0,Private,EV Finance,Electric,SUV
APP350,CUST1350,Kia,Sorento,2024,45000,40500,4500,48,4.00,923,2026-07-09,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP351,CUST1351,Kia,Telluride,2024,55000,49500,5500,48,4.40,1139,2026-07-10,approved,Self-employed,760,24,0,Private,Installment,Diesel,SUV
APP352,CUST1352,Subaru,Impreza,2024,30000,27000,3000,48,3.60,608,2026-07-10,approved,Full-time,730,30,0,Private,Installment,Petrol,Hatchback
APP353,CUST1353,Subaru,Legacy,2024,35000,31500,3500,48,3.70,710,2026-07-11,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP354,CUST1354,Subaru,Ascent,2024,48000,43200,4800,48,4.10,991,2026-07-11,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP355,CUST1355,Subaru,Crosstrek,2024,32000,28800,3200,48,3.60,650,2026-07-12,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP356,CUST1356,Subaru,BRZ,2024,36000,32400,3600,48,3.80,729,2026-07-12,approved,Full-time,740,28,0,Private,Installment,Petrol,Coupe
APP357,CUST1357,Suzuki,Ignis,2024,20000,18000,2000,36,3.10,526,2026-07-13,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP358,CUST1358,Suzuki,S-Cross,2024,26000,23400,2600,48,3.40,526,2026-07-13,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP359,CUST1359,Suzuki,Across,2024,36000,32400,3600,48,3.80,729,2026-07-14,approved,Full-time,740,28,0,Private,Installment,Hybrid,SUV
APP360,CUST1360,Suzuki,Swace,2024,32000,28800,3200,48,3.60,650,2026-07-14,approved,Full-time,730,30,0,Private,Installment,Hybrid,Wagon
APP361,CUST1361,Lexus,IS,2024,42000,37800,4200,48,4.00,862,2026-07-15,approved,Full-time,750,26,0,Private,Installment,Hybrid,Sedan
APP362,CUST1362,Lexus,ES,2024,48000,43200,4800,48,4.10,991,2026-07-15,approved,Full-time,760,24,0,Private,Installment,Hybrid,Sedan
APP363,CUST1363,Lexus,LC,2024,100000,90000,10000,48,5.50,2094,2026-07-16,approved,Full-time,820,18,0,Private,Installment,Hybrid,Coupe
APP364,CUST1364,Lexus,LS,2024,110000,99000,11000,48,5.60,2312,2026-07-16,approved,Self-employed,830,16,0,Private,Installment,Hybrid,Sedan
APP365,CUST1365,Mitsubishi,Space Star,2024,20000,18000,2000,36,3.10,526,2026-07-17,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP366,CUST1366,Mitsubishi,L200,2024,35000,31500,3500,48,3.70,710,2026-07-17,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Pickup
APP367,CUST1367,Volvo,V60,2024,45000,40500,4500,48,4.20,923,2026-07-18,approved,Full-time,750,26,0,Private,Installment,Diesel,Wagon
APP368,CUST1368,Volvo,V90,2024,52000,46800,5200,48,4.40,1074,2026-07-18,approved,Full-time,760,24,0,Private,Installment,Diesel,Wagon
APP369,CUST1369,Volvo,XC90,2024,65000,58500,6500,48,4.80,1347,2026-07-19,approved,Full-time,780,22,0,Private,Installment,Diesel,SUV
APP370,CUST1370,Jaguar,XE,2024,42000,37800,4200,48,4.00,862,2026-07-19,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP371,CUST1371,Jaguar,XJ,2024,65000,58500,6500,48,4.80,1347,2026-07-20,approved,Self-employed,760,26,0,Private,Installment,Diesel,Sedan
APP372,CUST1372,Jaguar,F-Type,2024,80000,72000,8000,48,5.20,1667,2026-07-20,approved,Full-time,790,22,0,Private,Installment,Petrol,Coupe
APP373,CUST1373,Land Rover,Ranger Rover Velar,2024,70000,63000,7000,48,4.90,1448,2026-07-21,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP374,CUST1374,Land Rover,Ranger Rover Sport,2024,85000,76500,8500,48,5.40,1769,2026-07-21,approved,Full-time,800,20,0,Private,Installment,Diesel,SUV
APP375,CUST1375,Land Rover,Ranger Rover Evoque,2024,55000,49500,5500,48,4.50,1139,2026-07-22,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP376,CUST1376,Land Rover,Defender,2024,75000,67500,7500,48,5.00,1554,2026-07-22,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP377,CUST1377,Porsche,718 Cayman,2024,70000,63000,7000,48,4.90,1448,2026-07-23,approved,Full-time,800,20,0,Private,Installment,Petrol,Sports
APP378,CUST1378,Porsche,911,2024,120000,108000,12000,48,5.80,2490,2026-07-23,approved,Full-time,830,16,0,Private,Installment,Petrol,Sports
APP379,CUST1379,Porsche,Panamera,2024,100000,90000,10000,48,5.50,2094,2026-07-24,approved,Self-employed,820,18,0,Private,Installment,Petrol,Sedan
APP380,CUST1380,Porsche,Macan,2024,75000,67500,7500,48,5.00,1554,2026-07-24,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP381,CUST1381,Tesla,Semi,2024,150000,135000,15000,60,6.50,2630,2026-07-25,approved,Full-time,850,15,0,Commercial,Commercial,Electric,Truck
APP382,CUST1382,Tesla,Cybertruck,2024,95000,85500,9500,60,5.50,1633,2026-07-25,approved,Full-time,790,24,0,Private,EV Finance,Electric,Pickup
APP383,CUST1383,Tesla,Model X,2024,95000,85500,9500,60,5.60,1639,2026-07-26,approved,Full-time,810,20,0,Private,EV Finance,Electric,SUV
APP384,CUST1384,Polestar,4,2024,70000,63000,7000,48,4.90,1448,2026-07-26,approved,Full-time,790,24,0,Private,EV Finance,Electric,SUV
APP385,CUST1385,BYD,Atto 3,2024,40000,36000,4000,48,4.00,811,2026-07-27,approved,Full-time,750,28,0,Private,EV Finance,Electric,SUV
APP386,CUST1386,BYD,Seal,2024,42000,37800,4200,48,4.20,862,2026-07-27,approved,Full-time,740,30,0,Private,EV Finance,Electric,Sedan
APP387,CUST1387,Renault,Talisman,2024,35000,31500,3500,48,3.70,710,2026-07-28,approved,Full-time,730,30,0,Private,Installment,Diesel,Sedan
APP388,CUST1388,Renault,Kadjar,2024,32000,28800,3200,48,3.60,650,2026-07-28,approved,Full-time,720,32,0,Private,Installment,Diesel,SUV
APP389,CUST1389,Renault,Arkana,2024,30000,27000,3000,48,3.50,608,2026-07-29,approved,Full-time,710,34,0,Private,Installment,Petrol,SUV
APP390,CUST1390,Renault,Trafic,2024,35000,31500,3500,48,3.70,710,2026-07-29,approved,Self-employed,730,30,0,Commercial,Commercial,Diesel,Van
APP391,CUST1391,Renault,Master,2024,45000,40500,4500,48,4.00,923,2026-07-30,approved,Full-time,740,28,0,Commercial,Commercial,Diesel,Van
APP392,CUST1392,Peugeot,108,2024,18000,16200,1800,36,3.00,473,2026-07-30,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP393,CUST1393,Peugeot,308,2024,28000,25200,2800,48,3.50,566,2026-07-31,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP394,CUST1394,Peugeot,508,2024,40000,36000,4000,48,3.80,811,2026-07-31,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP395,CUST1395,Peugeot,Partner,2024,30000,27000,3000,48,3.60,608,2026-08-01,approved,Full-time,720,32,0,Commercial,Commercial,Diesel,Van
APP396,CUST1396,Peugeot,Rifter,2024,32000,28800,3200,48,3.60,650,2026-08-01,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP397,CUST1397,Citroën,C1,2024,17000,15300,1700,36,2.90,447,2026-08-02,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP398,CUST1398,Citroën,C5 Aircross,2024,34000,30600,3400,48,3.70,689,2026-08-02,approved,Full-time,730,30,0,Private,Installment,Diesel,SUV
APP399,CUST1399,Citroën,SpaceTourer,2024,38000,34200,3800,48,3.80,771,2026-08-03,approved,Full-time,740,28,0,Commercial,Commercial,Diesel,Van
APP400,CUST1400,Citroën,Jumpy,2024,34000,30600,3400,48,3.70,689,2026-08-03,approved,Full-time,720,30,0,Commercial,Commercial,Diesel,Van
APP401,CUST1401,Fiat,500L,2024,26000,23400,2600,48,3.40,526,2026-08-04,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP402,CUST1402,Fiat,Tipo,2024,24000,21600,2400,48,3.30,485,2026-08-04,approved,Full-time,720,32,0,Private,Installment,Petrol,Sedan
APP403,CUST1403,Fiat,Panda,2024,16000,14400,1600,36,2.90,420,2026-08-05,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP404,CUST1404,Fiat,Ducato,2024,40000,36000,4000,48,3.90,811,2026-08-05,approved,Self-employed,740,28,0,Commercial,Commercial,Diesel,Van
APP405,CUST1405,Fiat,Scudo,2024,36000,32400,3600,48,3.80,729,2026-08-06,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP406,CUST1406,Volvo,C40,2024,50000,45000,5000,48,4.20,1033,2026-08-06,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP407,CUST1407,Volvo,EX30,2024,42000,37800,4200,48,3.90,862,2026-08-07,approved,Full-time,750,28,0,Private,EV Finance,Electric,SUV
APP408,CUST1408,Volvo,EX90,2024,80000,72000,8000,48,5.20,1667,2026-08-07,approved,Full-time,790,22,0,Private,EV Finance,Electric,SUV
APP409,CUST1409,Polestar,2,2024,48000,43200,4800,48,4.30,992,2026-08-08,approved,Full-time,770,26,0,Private,EV Finance,Electric,Sedan
APP410,CUST1410,Polestar,3,2024,75000,67500,7500,48,5.10,1559,2026-08-08,approved,Full-time,790,24,0,Private,EV Finance,Electric,SUV
APP411,CUST1411,BYD,Dolphin,2024,35000,31500,3500,48,3.90,710,2026-08-09,approved,Full-time,740,28,0,Private,EV Finance,Electric,Hatchback
APP412,CUST1412,BYD,Seal,2024,42000,37800,4200,48,4.20,862,2026-08-09,approved,Full-time,750,26,0,Private,EV Finance,Electric,Sedan
APP413,CUST1413,BYD,Atto 3,2024,40000,36000,4000,48,4.00,811,2026-08-10,approved,Full-time,740,30,0,Private,EV Finance,Electric,SUV
APP414,CUST1414,BYD,Seagull,2024,25000,22500,2500,48,3.30,507,2026-08-10,approved,Full-time,710,32,0,Private,EV Finance,Electric,Hatchback
APP415,CUST1415,Renault,Zoe,2024,28000,25200,2800,48,3.50,566,2026-08-11,approved,Full-time,720,32,0,Private,EV Finance,Electric,Hatchback
APP416,CUST1416,Renault,Scenic,2024,35000,31500,3500,48,3.70,710,2026-08-11,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP417,CUST1417,Peugeot,e-208,2024,30000,27000,3000,48,3.60,608,2026-08-12,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP418,CUST1418,Peugeot,e-2008,2024,34000,30600,3400,48,3.70,689,2026-08-12,approved,Full-time,740,28,0,Private,EV Finance,Electric,SUV
APP419,CUST1419,Citroën,ë-C4,2024,32000,28800,3200,48,3.60,650,2026-08-13,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP420,CUST1420,Citroën,ë-C4 X,2024,36000,32400,3600,48,3.80,729,2026-08-13,approved,Full-time,740,28,0,Private,EV Finance,Electric,Sedan
APP421,CUST1421,Fiat,500e,2024,30000,27000,3000,48,3.60,608,2026-08-14,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP422,CUST1422,Fiat,E-Ulysse,2024,45000,40500,4500,48,4.00,923,2026-08-14,approved,Self-employed,750,26,0,Private,EV Finance,Electric,Van
APP423,CUST1423,Skoda,Octavia,2024,30000,27000,3000,48,3.60,608,2026-08-15,approved,Full-time,720,30,0,Private,Installment,Diesel,Sedan
APP424,CUST1424,Skoda,Superb,2024,35000,31500,3500,48,3.70,710,2026-08-15,approved,Full-time,730,28,0,Private,Installment,Diesel,Sedan
APP425,CUST1425,Skoda,Kodiaq,2024,40000,36000,4000,48,3.80,811,2026-08-16,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP426,CUST1426,Skoda,Enyaq,2024,48000,43200,4800,48,4.10,991,2026-08-16,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP427,CUST1427,Seat,Leon,2024,28000,25200,2800,48,3.50,566,2026-08-17,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP428,CUST1428,Seat,Ateca,2024,32000,28800,3200,48,3.60,650,2026-08-17,approved,Full-time,730,30,0,Private,Installment,Diesel,SUV
APP429,CUST1429,Seat,Tarraco,2024,38000,34200,3800,48,3.70,771,2026-08-18,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP430,CUST1430,Cupra,Formentor,2024,40000,36000,4000,48,3.80,811,2026-08-18,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP431,CUST1431,Cupra,Born,2024,42000,37800,4200,48,3.90,862,2026-08-19,approved,Full-time,760,26,0,Private,EV Finance,Electric,Hatchback
APP432,CUST1432,Dacia,Spring,2024,20000,18000,2000,36,3.10,526,2026-08-19,approved,Full-time,700,30,0,Private,EV Finance,Electric,SUV
APP433,CUST1433,Dacia,Duster,2024,25000,22500,2500,48,3.30,507,2026-08-20,approved,Full-time,710,32,0,Private,Installment,Petrol,SUV
APP434,CUST1434,Dacia,Logan,2024,22000,19800,2200,48,3.20,447,2026-08-20,approved,Self-employed,690,34,0,Private,Installment,Petrol,Sedan
APP435,CUST1435,Alfa Romeo,Giulia,2024,45000,40500,4500,48,4.30,923,2026-08-21,approved,Full-time,730,28,0,Private,Installment,Petrol,Sedan
APP436,CUST1436,Alfa Romeo,Stelvio,2024,50000,45000,5000,48,4.40,1033,2026-08-21,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP437,CUST1437,Maserati,Ghibli,2024,90000,81000,9000,48,5.60,1892,2026-08-22,approved,Full-time,800,20,0,Private,Installment,Diesel,Sedan
APP438,CUST1438,Maserati,Levante,2024,100000,90000,10000,48,5.80,2094,2026-08-22,approved,Self-employed,810,18,0,Private,Installment,Diesel,SUV
APP439,CUST1439,Lamborghini,Urus,2024,200000,180000,20000,60,7.00,3562,2026-08-23,approved,Full-time,860,12,0,Private,Installment,Petrol,SUV
APP440,CUST1440,Ferrari,Roma,2024,250000,225000,25000,60,7.50,4500,2026-08-23,approved,Full-time,880,10,0,Private,Installment,Petrol,Coupe
APP441,CUST1441,Aston Martin,DBX,2024,180000,162000,18000,60,6.80,3191,2026-08-24,approved,Full-time,840,14,0,Private,Installment,Petrol,SUV
APP442,CUST1442,Bentley,Bentayga,2024,200000,180000,20000,60,7.00,3562,2026-08-24,approved,Full-time,860,12,0,Private,Installment,Diesel,SUV
APP443,CUST1443,BMW,1 Series,2024,30000,27000,3000,48,3.70,608,2026-08-25,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP444,CUST1444,BMW,2 Series,2024,35000,31500,3500,48,3.80,710,2026-08-25,approved,Full-time,730,30,0,Private,Installment,Petrol,Coupe
APP445,CUST1445,BMW,4 Series,2024,45000,40500,4500,48,4.20,923,2026-08-26,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP446,CUST1446,BMW,6 Series,2024,65000,58500,6500,48,4.80,1347,2026-08-26,approved,Self-employed,760,26,0,Private,Installment,Diesel,Coupe
APP447,CUST1447,BMW,i3,2024,40000,36000,4000,48,3.90,811,2026-08-27,approved,Full-time,750,28,0,Private,EV Finance,Electric,Hatchback
APP448,CUST1448,Mercedes-Benz,A-Class,2024,32000,28800,3200,48,3.60,650,2026-08-27,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP449,CUST1449,Mercedes-Benz,B-Class,2024,35000,31500,3500,48,3.70,710,2026-08-28,approved,Full-time,730,30,0,Private,Installment,Petrol,Hatchback
APP450,CUST1450,Mercedes-Benz,CLA,2024,40000,36000,4000,48,3.80,811,2026-08-28,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP451,CUST1451,Mercedes-Benz,GLC Coupe,2024,65000,58500,6500,48,4.80,1347,2026-08-29,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP452,CUST1452,Mercedes-Benz,GLE Coupe,2024,80000,72000,8000,48,5.20,1667,2026-08-29,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP453,CUST1453,Audi,A1,2024,26000,23400,2600,48,3.40,526,2026-08-30,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP454,CUST1454,Audi,A5,2024,45000,40500,4500,48,4.20,923,2026-08-30,approved,Full-time,740,28,0,Private,Installment,Diesel,Coupe
APP455,CUST1455,Audi,A7,2024,65000,58500,6500,48,4.80,1347,2026-08-31,approved,Self-employed,760,26,0,Private,Installment,Diesel,Sedan
APP456,CUST1456,Audi,Q2,2024,30000,27000,3000,48,3.60,608,2026-08-31,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP457,CUST1457,Audi,Q8,2024,85000,76500,8500,48,5.40,1769,2026-09-01,approved,Full-time,790,22,0,Private,Installment,Diesel,SUV
APP458,CUST1458,Volkswagen,Polo,2024,20000,18000,2000,36,3.10,526,2026-09-01,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP459,CUST1459,Volkswagen,Taigo,2024,26000,23400,2600,48,3.40,526,2026-09-02,approved,Full-time,710,32,0,Private,Installment,Petrol,SUV
APP460,CUST1460,Volkswagen,Touareg,2024,65000,58500,6500,48,4.80,1347,2026-09-02,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP461,CUST1461,Volkswagen,Multivan,2024,50000,45000,5000,48,4.30,1033,2026-09-03,approved,Full-time,740,28,0,Private,Installment,Diesel,Van
APP462,CUST1462,Volkswagen,California,2024,55000,49500,5500,48,4.50,1139,2026-09-03,approved,Self-employed,750,26,0,Private,Installment,Diesel,Van
APP463,CUST1463,Ford,Fiesta,2024,22000,19800,2200,36,3.20,579,2026-09-04,approved,Full-time,710,30,0,Private,Installment,Petrol,Hatchback
APP464,CUST1464,Ford,Puma,2024,28000,25200,2800,48,3.50,566,2026-09-04,approved,Full-time,720,32,0,Private,Installment,Petrol,SUV
APP465,CUST1465,Ford,Mondeo,2024,35000,31500,3500,48,3.70,710,2026-09-05,approved,Full-time,730,30,0,Private,Installment,Diesel,Sedan
APP466,CUST1466,Ford,S-MAX,2024,40000,36000,4000,48,3.80,811,2026-09-05,approved,Full-time,740,28,0,Private,Installment,Diesel,MPV
APP467,CUST1467,Ford,Galaxy,2024,45000,40500,4500,48,4.00,923,2026-09-06,approved,Full-time,750,26,0,Private,Installment,Diesel,MPV
APP468,CUST1468,Toyota,Yaris,2024,22000,19800,2200,36,3.20,579,2026-09-06,approved,Full-time,710,30,0,Private,Installment,Hybrid,Hatchback
APP469,CUST1469,Toyota,Camry,2024,35000,31500,3500,48,3.70,710,2026-09-07,approved,Full-time,730,30,0,Private,Installment,Hybrid,Sedan
APP470,CUST1470,Toyota,Highlander,2024,50000,45000,5000,48,4.20,1033,2026-09-07,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP471,CUST1471,Toyota,Land Cruiser,2024,70000,63000,7000,48,4.90,1448,2026-09-08,approved,Full-time,780,24,0,Private,Installment,Diesel,SUV
APP472,CUST1472,Toyota,GR Yaris,2024,40000,36000,4000,48,4.00,811,2026-09-08,approved,Self-employed,750,28,0,Private,Installment,Petrol,Hatchback
APP473,CUST1473,Honda,Jazz,2024,24000,21600,2400,48,3.30,485,2026-09-09,approved,Full-time,710,32,0,Private,Installment,Hybrid,Hatchback
APP474,CUST1474,Honda,HR-V,2024,32000,28800,3200,48,3.60,650,2026-09-09,approved,Full-time,730,30,0,Private,Installment,Hybrid,SUV
APP475,CUST1475,Honda,Accord,2024,38000,34200,3800,48,3.80,771,2026-09-10,approved,Full-time,740,28,0,Private,Installment,Hybrid,Sedan
APP476,CUST1476,Honda,Pilot,2024,48000,43200,4800,48,4.10,991,2026-09-10,approved,Full-time,760,26,0,Private,Installment,Hybrid,SUV
APP477,CUST1477,Honda,Passport,2024,44000,39600,4400,48,4.00,894,2026-09-11,approved,Full-time,750,28,0,Private,Installment,Hybrid,SUV
APP478,CUST1478,Nissan,Leaf,2024,32000,28800,3200,48,3.60,650,2026-09-11,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP479,CUST1479,Nissan,Ariya,2024,46000,41400,4600,48,4.10,950,2026-09-12,approved,Full-time,760,26,0,Private,EV Finance,Electric,SUV
APP480,CUST1480,Nissan,Pathfinder,2024,50000,45000,5000,48,4.20,1033,2026-09-12,approved,Self-employed,740,30,0,Private,Installment,Diesel,SUV
APP481,CUST1481,Nissan,Townstar,2024,30000,27000,3000,48,3.60,608,2026-09-13,approved,Full-time,720,32,0,Commercial,Commercial,Diesel,Van
APP482,CUST1482,Nissan,Primastar,2024,35000,31500,3500,48,3.70,710,2026-09-13,approved,Full-time,730,30,0,Commercial,Commercial,Diesel,Van
APP483,CUST1483,Mazda,3,2024,28000,25200,2800,48,3.50,566,2026-09-14,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP484,CUST1484,Mazda,CX-3,2024,30000,27000,3000,48,3.60,608,2026-09-14,approved,Full-time,730,30,0,Private,Installment,Petrol,SUV
APP485,CUST1485,Mazda,CX-30,2024,34000,30600,3400,48,3.70,689,2026-09-15,approved,Full-time,740,28,0,Private,Installment,Diesel,SUV
APP486,CUST1486,Mazda,CX-60,2024,48000,43200,4800,48,4.10,991,2026-09-15,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV
APP487,CUST1487,Mazda,MX-30,2024,36000,32400,3600,48,3.80,729,2026-09-16,approved,Self-employed,750,28,0,Private,EV Finance,Electric,SUV
APP488,CUST1488,Hyundai,i10,2024,18000,16200,1800,36,3.00,473,2026-09-16,approved,Full-time,690,30,0,Private,Installment,Petrol,Hatchback
APP489,CUST1489,Hyundai,i20,2024,22000,19800,2200,36,3.20,579,2026-09-17,approved,Full-time,710,28,0,Private,Installment,Petrol,Hatchback
APP490,CUST1490,Hyundai,i30,2024,26000,23400,2600,48,3.40,526,2026-09-17,approved,Full-time,720,32,0,Private,Installment,Petrol,Hatchback
APP491,CUST1491,Hyundai,IONIQ,2024,32000,28800,3200,48,3.60,650,2026-09-18,approved,Full-time,730,30,0,Private,EV Finance,Electric,Hatchback
APP492,CUST1492,Hyundai,Santa Fe,2024,45000,40500,4500,48,4.00,923,2026-09-18,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP493,CUST1493,Kia,Rio,2024,20000,18000,2000,36,3.10,526,2026-09-19,approved,Full-time,700,30,0,Private,Installment,Petrol,Hatchback
APP494,CUST1494,Kia,Ceed,2024,24000,21600,2400,48,3.30,485,2026-09-19,approved,Full-time,710,32,0,Private,Installment,Petrol,Hatchback
APP495,CUST1495,Kia,Niro,2024,32000,28800,3200,48,3.60,650,2026-09-20,approved,Full-time,730,30,0,Private,EV Finance,Electric,SUV
APP496,CUST1496,Kia,Sorento,2024,45000,40500,4500,48,4.00,923,2026-09-20,approved,Full-time,750,26,0,Private,Installment,Diesel,SUV
APP497,CUST1497,Kia,Telluride,2024,55000,49500,5500,48,4.40,1139,2026-09-21,approved,Self-employed,760,24,0,Private,Installment,Diesel,SUV
APP498,CUST1498,Subaru,Impreza,2024,30000,27000,3000,48,3.60,608,2026-09-21,approved,Full-time,730,30,0,Private,Installment,Petrol,Hatchback
APP499,CUST1499,Subaru,Legacy,2024,35000,31500,3500,48,3.70,710,2026-09-22,approved,Full-time,740,28,0,Private,Installment,Diesel,Sedan
APP500,CUST1500,Subaru,Ascent,2024,48000,43200,4800,48,4.10,991,2026-09-22,approved,Full-time,760,26,0,Private,Installment,Diesel,SUV